title,company,link,requirements,,,
Senior Data Scientist,Maya,https://ph.linkedin.com/jobs/view/senior-data-scientist-at-maya-4446605854?position=2&pageNum=2&refId=cLzyDkjfrwEIRrHBqNpMJA%3D%3D&trackingId=ART5CI0aL%2FexrhtyVC8dQA%3D%3D,"REQUIRED QUALIFICATIONS
Preferably with a bachelor's degree (Masters or PhD is a plus) in a quantitative field such as data science, statistics, computer science, or a related discipline.
Some experience on causal inferencing, reinforcement learning and explainable AI
Proven experience (3+ years) in data science and analytics, preferably with a focus on financial services or a related industry.
Strong technical skills in data analysis, modeling, and programming, with proficiency in Python, R, or equivalent.
Preferably with an understanding of financial services operations, regulations, and industry-specific challenges.
Excellent problem-solving skills and the ability to translate complex data into actionable insights
Strong communication and interpersonal skills, with the ability to convey technical concepts to non-technical stakeholders effectively.",,,
Data Scientist,Cognizant,https://ph.linkedin.com/jobs/view/data-scientist-at-cognizant-4449301782?position=3&pageNum=2&refId=cLzyDkjfrwEIRrHBqNpMJA%3D%3D&trackingId=HQs%2FiMdv8E24WbDR6WhPSg%3D%3D,"Skills & Experience
6+ years of experience in a position monitoring, managing, manipulating and drawing insights from data
Working knowledge of data mining principles: predictive analytics, mapping, collecting data from multiple data systems on premises and cloud-based data sources.
Strong SQL skills, ability to perform effective querying involving multiple tables and subqueries.
Understanding of and experience using analytical concepts and statistical techniques: hypothesis development, designing tests/experiments, analyzing data, drawing conclusions, and developing actionable recommendations for business units.
Experience and knowledge of statistical modeling techniques: Regression, Classification and Clustering algorithms
Experience working with and creating databases and dashboards using all relevant data to inform decisions.
Strong problem solving, quantitative and analytical abilities.
Strong ability to plan and manage numerous processes, people and projects simultaneously.
Excellent communication, collaboration and delegation skills.
Nice To Have
The right candidate will also be proficient and experienced with the following tools/programs:
Experience with data visualization tools: Tableau, Power BI, chart.js, etc.
Experience with Apache, Big Data, SAS, Deep Learning, Cloud computing, Excel, Word, and PowerPoint
The protection of your personal data is important to us. Before you proceed with your application please carefully read Cognizant's Privacy Notice to understand what personal data we collect when you apply, what we do with your data, and what rights you have. [ Link of Cognizant's Data Privacy -
Link to Cognizant's Privacy Notice: cognizant.com/en_us/general/documents/Cognizant_Candidate_Privacy_Notice.pdf
]
I hereby confirm that I have read and understood Cognizant's Candidate Privacy Notice. I am also giving consent to the processing of my personal data for the purposes outlined in the notice. I acknowledge, that I have read, understood, and have given my consent to the terms stated on the Candidate's Privacy Notice, including those related to sharing of my personal information with third parties and to cross-border transfer of such personal information.",,,
AI / Machine Learning Engineer,Franke Group,https://ph.linkedin.com/jobs/view/ai-machine-learning-engineer-at-franke-group-4408216635?position=4&pageNum=2&refId=cLzyDkjfrwEIRrHBqNpMJA%3D%3D&trackingId=OQB4L9EVVmngpHdAvKyrtw%3D%3D,"We are looking for an
Artificial Intelligence / Machine Learning (AI/ML) Engineer
to help bridge our in‑house ERP system with modern AI and machine learning capabilities. In this role, you’ll work closely with our software development team to design, build, and maintain intelligent solutions that enhance business operations through automation and data‑driven insights.
Your tasks
Design, develop, deploy, and maintain AI/ML models and applications in collaboration with internal teams and external vendors
Build and continuously improve machine learning solutions, including demand forecasting, NLP systems, and LLM‑based use cases
Perform data exploration, data mining, and develop automated ETL pipelines from ERP and related data sources
Translate business requirements into scalable, AI‑enabled technical solutions
Conduct applied research on emerging AI/ML technologies and recommend practical implementations
Develop APIs and lightweight front‑end interfaces to share insights with business users
Support multiple business initiatives and perform other duties as assigned
Requirements
Bachelor’s or Master’s degree in Computer Science, Data Science, or a related field
1–5 years of experience, including at least 1 year in AI/ML or software development
Strong foundation in mathematics for machine learning and deep learning
Experience developing and fine‑tuning ML models using industry‑standard frameworks or cloud platforms
Software development experience with basic front‑end exposure
AWS Certified Machine Learning – Specialty (preferred but not required)
Fluent in written and spoken English
Contact details
Rachel Aguilera | HR Manager
Rachel.Aguilera@franke.com
For more information see: www.franke.com
Important information for all executive search companies, headhunters and HR consultants
The Franke Group does not accept unsolicited support from headhunters and personnel consultants for our career opportunities. Any CV/resume vitae submitted to Franke or its employees by external recruitment agencies without a valid written recruitment agreement related to the position in question shall be deemed the sole property of our company. In the event that a candidate presented by an agency is hired in our company and there is no prior agreement, no fee will be paid.",,,
Senior Data Scientist,IHG Hotels & Resorts,https://ph.linkedin.com/jobs/view/senior-data-scientist-at-ihg-hotels-resorts-4405146374?position=5&pageNum=2&refId=cLzyDkjfrwEIRrHBqNpMJA%3D%3D&trackingId=5yNoYQkynLAirZ2%2Fz0ZaBw%3D%3D,"Technical Skills And Knowledge
Strong SQL (advanced queries, stored procs, performance tuning) and Python programming skills
Advanced SQL, Python, and ML and LLM frameworks (scikit-learn, XGBoost, TensorFlow, PyTorch, Gemini)
Proficiency deploying models in cloud environments (GCP - BigQueryML & Vertex AI, AWS SageMaker)
Proficiency in causal inference, optimization algorithms, and advanced experiment design
Expert in GCP/Vertex AI and MLOps orchestration tools
Advanced model governance and performance monitoring skills
Strong grasp of business impact modeling (ROI, LTV, incrementality)
Independent problem solver with strong critical thinking skills and business acumen
Strong statistical modeling (logistic/linear regression, time series, propensity modeling)
Experimental design (A/B, multivariate)
Feature engineering best practices
At IHG Hotels & Resorts, we work together to deliver True Hospitality for Good on a global scale. With corporate offices and over 6,000 hotel destinations worldwide, a career at IHG is the perfect way to broaden your horizons. You’ll experience our unique culture and brilliant colleagues who will support and inspire you. With a host of corporate opportunities to choose from, wherever you are on your career journey, and whatever you want to achieve there’s Room for You at IHG.
Over recent years, we’ve transformed our company. We have bold ambitions to drive performance and maintain our relentless focus on growth in order to be the hotel company of choice that guests & owners love.
We are a hospitality business at our core and value connections and being together helps us foster a unique sense of belonging that also supports productivity. That’s why here at IHG, we give our colleagues flexibility and balance – working in a hybrid way, blending office and remote working collectively. We recognise that every role is different, that’s why leaders work with teams to determine how and when they collaborate.
We provide a wide range of benefits designed to help you live your best work life. These include impressive room discounts across our many properties, recharge days and volunteering days throughout the year. Through our myWellbeing framework, we are committed to supporting wellbeing in your health, lifestyle, and workplace. We offer a unique and inclusive culture, where there is always Room for You to belong, grow and make a difference.
Our mission is to welcome everyone and create inclusive teams where we celebrate difference and encourage colleagues to bring their whole selves to work. IHG Hotels & Resorts provides equal employment opportunities to applicants and employees without regards to race, color, religion, sex, sexual orientation, gender identity, national origin, protected veteran status, disability, or any other category protected by applicable laws. We promote a culture of trust, support, and acceptance. Always welcoming different backgrounds, experiences, and perspectives.
Don't quite meet every single requirement, but still believe you'd be a great fit for the job? We'll never know unless you hit the 'Apply' button. Start your journey with us today.",,,
Data Scientist (Alabang),Concentrix,https://ph.linkedin.com/jobs/view/data-scientist-alabang-at-concentrix-4444432611?position=6&pageNum=2&refId=cLzyDkjfrwEIRrHBqNpMJA%3D%3D&trackingId=stTNOEF4yvVPweaEwEH5ow%3D%3D,"What We Are Looking For
3–7 years of experience in a data science or advanced analytics role, preferably within a BPO, call center, or customer experience environment
Proficiency in R (preferred) or Python, and SQL
Solid understanding of predictive modelling, diagnostic analytics, and statistical techniques
Exposure to optimization and growth analytics methodologies
Strong communication skills with the ability to present findings clearly to non-technical stakeholders
Advantageous But Not Essential
Experience with NLP and text analytics
Familiarity with Amazon Connect Customer Profiles and Contact Lens, or Genesys Cloud CX
Exposure to MLOps practices within AWS environments
Work Setup
Willing to work fulltime onsite in Alabang
Willing to work dayshift schedule
Why Join Us
You will be part of a growing AI and Analytics practice supporting leading Australian brands, working on meaningful, complex problems across customer experience and operational performance.",,,
Data Scientist - Compliance Analytics,BDO Unibank,https://ph.linkedin.com/jobs/view/data-scientist-compliance-analytics-at-bdo-unibank-4442009928?position=7&pageNum=2&refId=cLzyDkjfrwEIRrHBqNpMJA%3D%3D&trackingId=M25XOMTYaGoMTd6z8CYAvQ%3D%3D,"Qualifications:
Graduate of any Statistics, Mathematics, Data Science or any related course.
At least 3 years of related work experience in AI/Machine Learning and Predictive Analytics; Banking and/or AML related experience is a plus
Oracle Advanced Analytics, SAS, Python, R programming, AZURE, or any related skills
Must be willing to work on site and be assigned in Makati.",,,
Data Scientist,LSEG,https://ph.linkedin.com/jobs/view/data-scientist-at-lseg-4448528005?position=8&pageNum=2&refId=cLzyDkjfrwEIRrHBqNpMJA%3D%3D&trackingId=pl5jEY%2BmMX6WttHI55Ni8g%3D%3D,"Required Skills:
3–5 years of experience in data science, analytics, or statistical modelling roles.
Solid grounding in data analytics, feature engineering, predictive modelling, NLP, LLMs, and RAG workflows.
Strong proficiency in Python and commonly used data science libraries (Pandas, NumPy, Scikit‑learn, etc.), with hands‑on model development experience.
Familiarity with deep learning frameworks such as TensorFlow or PyTorch.
Experience with Git and CI/CD pipelines (GitLab/GitHub runners).
Strong understanding of statistics, relational databases, and statistical programming concepts.
Ability to work effectively with large and complex datasets.
Understanding of MLOps practices and experience with cloud environments (AWS/Azure).
Experience with commercial or open‑source data management tools.
Strong analytical, problem‑solving, and prioritization skills.
Effective communication skills with the ability to clearly articulate technical and conceptual ideas to both technical and non‑technical audiences.
Ability to set and uphold coding standards.
Ability to collaborate across teams and contribute to strategy execution through strong technical insight.
Hands-on experience with leading commercial or open-source data management tools.
Ability to diagnose and resolve complex technical and business problems using deep analytical and industry knowledge
Broad business awareness and understanding of relevant internal business relationships.
Preferred
Experience working in financial services or investment banking.
Familiarity with Refinitiv or LSEG datasets, tools, or workflows.
Experience working with distributed or cross‑location teams.
Education:
Master’s degree in Statistics, Mathematics, or Computer Science with a Data Science certification, or an Engineering degree specializing in Data Science and Artificial Intelligence.
Proficiency in Python, R, and SQL
Career Stage:
Senior Associate
London Stock Exchange Group (LSEG) Information:
Join us and be part of a team that values innovation, quality, and continuous improvement. If you're ready to take your career to the next level and make a significant impact, we'd love to hear from you.
LSEG is a leading global financial markets infrastructure and data provider. Our purpose is driving financial stability, empowering economies and enabling customers to create sustainable growth.
Our purpose is the foundation on which our culture is built. Our values of
Integrity, Partnership
,
Excellence
and
Change
underpin our purpose and set the standard for everything we do, every day. They go to the heart of who we are and guide our decision making and everyday actions.
Working with us means that you will be part of a dynamic organisation of 25,000 people across 65 countries. However, we will value your individuality and enable you to bring your true self to work so you can help enrich our diverse workforce.
We are proud to be an equal opportunities employer. This means that we do not discriminate on the basis of anyone’s race, religion, colour, national origin, gender, sexual orientation, gender identity, gender expression, age, marital status, veteran status, pregnancy or disability, or any other basis protected under applicable law. Conforming with applicable law, we can reasonably accommodate applicants' and employees' religious practices and beliefs, as well as mental health or physical disability needs.
You will be part of a collaborative and creative culture where we encourage new ideas. We are committed to sustainability across our global business and we are proud to partner with our customers to help them meet their sustainability objectives. Our charity, the LSEG Foundation provides charitable grants to community groups that help people access economic opportunities and build a secure future with financial independence. Colleagues can get involved through fundraising and volunteering.
LSEG offers a range of tailored benefits and support, including healthcare, retirement planning, paid volunteering days and wellbeing initiatives.
Please take a moment to read this privacy notice carefully, as it describes what personal information London Stock Exchange Group (LSEG) (we) may hold about you, what it’s used for, and how it’s obtained, your rights and how to contact us as a data subject.
If you are submitting as a Recruitment Agency Partner, it is essential and your responsibility to ensure that candidates applying to LSEG are aware of this privacy notice.",,,
Senior Data Scientist - 7417,Cambridge University Press & Assessment,https://ph.linkedin.com/jobs/view/senior-data-scientist-7417-at-cambridge-university-press-assessment-4446860240?position=9&pageNum=2&refId=cLzyDkjfrwEIRrHBqNpMJA%3D%3D&trackingId=gCp6gX%2BcYbTOoMYcN9Wm7A%3D%3D,"What makes you the ideal candidate for this role?
An ideal candidate has the following qualities:
Essential:
Proven Leadership: Significant data science experience with a demonstrated ability to independently lead complex analytical initiatives and influence technical direction.
Technical Expertise: Strong Python and SQL skills alongside extensive experience building data pipelines and processing large, complex datasets.
Advanced Analytics: Extensive experience in experimental design, statistical evaluation, and defining metrics or benchmarks for machine learning performance.
Communication & Collaboration: Strong stakeholder management skills and the ability to translate complex analytical findings to both technical and non-technical audiences.
Desirable:
NLP & Automated Scoring: Experience supporting NLP development or evaluating machine learning outcomes against expert human decision-making.
EdTech Domain: Experience within educational technology, learning platforms, or psychometrics.
Cloud & Tooling: Experience building analytical tooling and working with cloud-based data platforms.
For the selection process, note that there may be a technical interview to assess your skills that can include a take home task.
Please ensure to upload correct and updated details and documents as these cannot be changed once submitted.
Learn more about our hiring process by going through our
Candidate Application Guide
.
#PursuingPotential #CambridgeManila",,,
Data Science Specialist,Accenture in the Philippines,https://ph.linkedin.com/jobs/view/data-science-specialist-at-accenture-in-the-philippines-4417171252?position=10&pageNum=2&refId=cLzyDkjfrwEIRrHBqNpMJA%3D%3D&trackingId=KEm1fWGzvCiXCh2vA%2FCYkw%3D%3D,"Professional & Technical Skills:
Required Skill: Expert proficiency in Data Science.
Strong foundation in statistical methods and machine learning techniques.
Experience with data preprocessing, feature engineering, and model evaluation.
Familiarity with cloud platforms and deployment of AI models in production environments.
Proficient in programming languages commonly used in data science such as Python or R.
Ability to work with large datasets and apply data visualization tools to communicate insights effectively.
Additional Information:
The candidate should have minimum 3 years of experience in Data Science.
This position is based at our Manila office.",,,
AI Specialist,GCash,https://ph.linkedin.com/jobs/view/ai-specialist-at-gcash-4414722097?position=2&pageNum=5&refId=k%2BZIijEREd9iZsser0R5pQ%3D%3D&trackingId=%2BuQFl%2BbERNj9hYAAPh6BFg%3D%3D,"We’re Looking For
Bachelor’s degree in Computer Science, Engineering, Data Science, or equivalent.
With 3-6 years experience in AI/ML engineering, software engineering, or data science.
Proven hands-on expertise with ML frameworks, LLMs, RAG, and agent-based systems.",,,
AI Engineer,OpsWerks,https://ph.linkedin.com/jobs/view/ai-engineer-at-opswerks-4431216365?position=3&pageNum=5&refId=k%2BZIijEREd9iZsser0R5pQ%3D%3D&trackingId=ajrrsUiG80DYqMS%2BQPziFw%3D%3D,"Your Qualifications
Bachelor's degree in Computer Science, Mathematics, Applied Physics, Data Science, or a related field
2 to 4 years in data engineering, platform engineering, MLOps, or operations-focused technical role.
Hands-on experience building automation solutions or data pipelines in a production environment.
Exposure to AI/ML tooling, agentic frameworks, or LLM-based applications is a strong plus.
Comfortable working in ambiguous environments, able to identify problems and propose solutions independently.
Operational Outcomes:
Systems thinking
: can zoom out to see the operational picture, then zoom in to implement a targeted solution.
Automation mindset
: instinctively asks 'can this be automated?' before accepting manual work as the norm.
Data fluency
: comfortable with SQL, querying operational data, and turning metrics into insights.
Clear communication
: able to explain technical solutions to non-technical stakeholders and document work for future maintainability.
Collaborative
: works well across engineering, operations, and leadership without needing constant direction.
Understands agentic AI concepts and design patterns including tool use, memory, multi-agent orchestration, and human-in-the-loop workflows and can translate these into practical operational use cases
.
Plus points if you have:
Proficient in Python, Pandas, Polars, and Apache Spark.
Hands-on experience with LangChain, LangGraph, RAG pipelines, and prompt engineering.
Familiar with PostgreSQL, Apache Iceberg
Understand end-to-end AI architecture - RAG, agentic systems, multi-model workflows, APIs, and production deployment.
Knowledgeable in ethical AI, bias mitigation, transparency, AI governance, and enterprise regulatory considerations.
Strong grasp of data modeling, feature stores, dimensional modeling, and dataset structure for ML pipelines.",,,
Lead Data Scientist,East West Banking Corporation,https://ph.linkedin.com/jobs/view/lead-data-scientist-at-east-west-banking-corporation-4413990522?position=4&pageNum=5&refId=k%2BZIijEREd9iZsser0R5pQ%3D%3D&trackingId=8wJpA12GiTOWDZ3aXnf7dA%3D%3D,"team is looking for
experienced professionals
to join us in
Taguig
with the role of
Lead Data Scientist
.
In this role you will lead a team in the strategic development and deployment of machine learning and statistical models to solve complex business problems, reporting directly to the Head of Data Science & Machine Learning Center of Excellence. You will provide expert leadership and people management while driving analytics initiatives end-to-end to deliver impactful business outcomes.
Your dream. Our focus.
East West Banking Corporation (EastWest) is one of the largest universal banks in the Philippines, and is committed to continuously invest in people and in process, product, and service enhancements, and embrace new ideas to enhance the EastWest experience.
We empower our employees to drive their careers and are committed to provide the runway for them to grow. We value teamwork and individual initiative. Join us and be part of a highly engaged team, and a workplace that promotes development and goal attainment.
Whether you're just starting out, or already a seasoned professional, EastWest can help you unleash your potential, and bridge the gap between dream to success.
What The Role Will Entail
Lead the strategic direction and development of machine learning, statistical, and AI models supporting critical business areas
Manage, mentor, and grow a team of Data Scientists, promoting technical excellence and best practices
Oversee model testing, validation, and production deployment, ensuring adherence to MLOps standards
Partner closely with business stakeholders to translate strategic objectives into a clear data science roadmap
Serve as the primary technical liaison, communicating insights and outcomes to executive leadership
Drive continuous learning through research, upskilling initiatives, and active knowledge-sharing within Communities of Practice
What We're Looking For
Bachelor's Degree in either Computer Science, Statistics, Mathematics, Engineering, Economics, or a related quantitative field; Masters degree or higher preferred
Professional certifications such as TensorFlow Developer, Microsoft Data Scientist, or equivalent are an advantage
Extensive experience in data science, including several years in a leadership or people management role
Expert proficiency in Python, R, and SQL, with strong hands-on experience using scikit-learn, XGBoost, TensorFlow, or PyTorch
Deep knowledge of machine learning and statistical techniques, MLOps and model governance, with strong communication skills and banking or financial domain experience preferred
What You Can Expect From Joining Our Team
Career development and training opportunities",,,
Python Data Engineer,IBM,https://ph.linkedin.com/jobs/view/python-data-engineer-at-ibm-4446240762?position=5&pageNum=5&refId=k%2BZIijEREd9iZsser0R5pQ%3D%3D&trackingId=aY%2FMRF9klaR2mTvq%2Funx7Q%3D%3D,"Preferred Education

Bachelor's Degree

Required Technical And Professional Expertise

Python

    Strong proficiency with type hints, async patterns, and modern Python idioms.
    Experience with Poetry for dependency management.
    Familiarity with mypy, ruff, and pytest.

LLM/AI Agent Frameworks

    Hands-on experience with LangChain and/or LangGraph (multi-agent orchestration, tool-calling patterns, state graphs).
    Understanding of prompt engineering, LLM evaluation, and token cost management.
    Experience building agentic systems that coordinate multiple specialized agents.

AWS

    ECS, ECR, EFS, Bedrock (Claude), SQS, Lambda.
    Containerized deployment with Docker.
    Infrastructure-as-code experience is a plus.

API Integration

    REST API design and consumption (FastAPI).
    Jira Cloud API (webhooks, issue CRUD, comment management).
    Experience integrating multiple external APIs into a unified workflow.

Vector Search / RAG

    Experience with vector databases (LanceDB or similar)
    Understanding of embedding-based similarity search and retrieval-augmented generation

Preferred Technical And Professional Experience

    Selenium or browser automation for web scraping/data extraction.
    Datadog or similar observability platform experience.
    Gradio or similar rapid-prototyping UI frameworks.
    Experience with M-Flow or similar process governance frameworks (Full Agile pattern).
    Familiarity with connected car / IoT / telematics platforms.
    Atlassian ecosystem knowledge (Jira project administration, webhooks, Rovo).",,,
